item_id,item_price,product_type,department_name
B13233,4864,B0191,Baby
J3926,4128,D432,Beauty
G4620,1840,B611,Collectibles
F8635,6368,G827,Collectibles
F5710,80611,G005,Beauty
H9123,45824,B943,Beauty
H186,2236.5,G200,Baby
C2183,803,H842,Furniture
B11809,393.5,H433,Books
F2660,1658.5,B945,Apps & Games
I5933,14083,J196,Clothing & Accessories
F6184,5249.5,I437,Computers & Accessories
J1623,36640,J015,Clothing & Accessories
B28392,3168,C755,Collectibles
B17696,1337.5,B485,Furniture
B16964,160,J907,Collectibles
D2956,1884.5,I651,Beauty
J0765,608,H312,Electronics
B291,2208,C595,Clothing & Accessories
B00623,2246,C874,Apps & Games
B4314,698.5,C521,Garden & Outdoors
I3781,2528,B0177,Baby
H7273,11200,G104,Garden & Outdoors
H7940,46784,B943,Computers & Accessories
E73,633.5,B431,Computers & Accessories
F9958,3200,G579,Collectibles
B15788,3148.5,D528,Baby
B06797,1020.5,F456,Apps & Games
J0973,1276.5,B732,Collectibles
F7223,5685,I323,Baby
D6196,21705.5,J234,Computers & Accessories
J0302,8132.5,J234,Baby
D9459,1664,F425,Books
C4548,313.5,C500,Computers & Accessories
J7110,345.5,E385,Baby
D5562,191680,B0552,Collectibles
H8018,46784,B943,Beauty
J8630,1900.5,G724,Baby
I3260,665.5,J495,Baby
G5080,3840,D646,Collectibles
I8913,2112,G724,Garden & Outdoors
I1376,1920,B252,Furniture
G1642,256,I909,Baby
G7520,3024,E763,Beauty
F0692,37,D419,Books
C0614,2563,H284,Baby
F5880,5068.5,J650,Beauty
F4276,28880,C874,Baby
B20490,422,D805,Books
C7442,390,B0120,Apps & Games
E2609,1232,H291,Books
B08954,5196.5,F164,Collectibles
I7750,1434,H791,Beauty
B5077,18848,F144,Electronics
B31477,444.5,G009,Beauty
I1813,1088.5,B431,Clothing & Accessories
G8105,2477.5,D722,Books
D0802,518,F943,Electronics
H0065,2809.5,G239,Beauty
B10821,9440,F263,Furniture
G400,16782,I765,Garden & Outdoors
B21308,1724.5,F609,Apps & Games
E9818,20640,E646,Apps & Games
H835,768,D805,Collectibles
G5535,2454,B0099,Books
B22586,69335,B76,Furniture
C9348,2176.5,F506,Books
I2064,576,C742,Garden & Outdoors
G2730,320,J959,Furniture
G1040,412.5,F34,Furniture
D4767,944,I251,Clothing & Accessories
G1569,640,G443,Garden & Outdoors
H0469,2528,I247,Clothing & Accessories
D6217,2208,I890,Beauty
F758,1017.5,F622,Computers & Accessories
E5125,1388.5,E605,Books
D1998,1568,E292,Computers & Accessories
G8532,744,E534,Collectibles
H8714,1108,J713,Baby
B32724,48179,E328,Computers & Accessories
E3774,1276.5,C543,Electronics
B10347,1433.5,I44,Baby
B20936,349,B731,Collectibles
J1299,9626,I310,Books
H6797,112,B457,Baby
F2222,4736,B0506,Furniture
B9252,2012.5,G144,Clothing & Accessories
B28664,20481.5,C607,Baby
B698,960,E822,Garden & Outdoors
F2280,3040,H455,Collectibles
D3131,5760,H702,Collectibles
J8636,921.5,D484,Books
G0319,424,G718,Apps & Games
J2443,46784,B943,Collectibles
B13298,547,H400,Clothing & Accessories
B16778,1852.5,B571,Apps & Games
B26818,8800,B943,Electronics
E5533,972.5,B0154,Furniture
B04535,20363,I310,Clothing & Accessories
F5152,7032,J209,Collectibles
F0351,1300,H632,Apps & Games
H4653,473.5,C835,Computers & Accessories
B22213,2816,D904,Beauty
B17872,3889.5,F036,Apps & Games
I6357,460.5,H848,Books
J839,1968,F276,Books
B21743,1404.5,J29,Clothing & Accessories
I3320,12123.5,D399,Collectibles
B13815,30758,G878,Garden & Outdoors
D680,316.5,E824,Garden & Outdoors
B19614,1296,E694,Clothing & Accessories
G1436,114784,J939,Garden & Outdoors
J6706,393.5,D999,Furniture
I6330,7520,C738,Clothing & Accessories
J4774,1736.5,D136,Books
D3020,768,H400,Apps & Games
G8084,23648,G005,Furniture
J994,24608,G330,Furniture
D3421,2737.5,F260,Baby
G4429,2208,E207,Garden & Outdoors
H5457,60998,B119,Furniture
B28079,892.5,D880,Garden & Outdoors
D6388,448,H948,Electronics
F5637,835,D880,Books
H9899,1728,B0226,Garden & Outdoors
G2869,1920,F629,Beauty
E5667,2291,I579,Clothing & Accessories
B25368,1052.5,B0025,Beauty
G245,2470,D850,Beauty
J0379,76480,D642,Baby
B18213,1532.5,B0208,Beauty
H0998,2080,J051,Computers & Accessories
E5450,1760,E681,Electronics
G9340,1820.5,C521,Garden & Outdoors
B2207,1797,D265,Beauty
J3261,8640,C874,Garden & Outdoors
C0534,252.5,D855,Computers & Accessories
C3026,1104,J547,Computers & Accessories
E1063,1024,B054,Garden & Outdoors
J7859,1169.5,J77,Baby
B9993,444.5,H110,Computers & Accessories
B03253,800.5,D184,Collectibles
F9400,239,J244,Apps & Games
D437,1564.5,D751,Clothing & Accessories
J0362,3998,F036,Clothing & Accessories
G2843,156.5,I730,Clothing & Accessories
H1009,217.5,G936,Baby
B16692,4705.5,B587,Furniture
B17581,2528,H466,Apps & Games
G6090,1427,G689,Furniture
F060,806,G093,Beauty
F9516,1491.5,E524,Clothing & Accessories
B6937,1152,C09,Beauty
J8397,2851,F432,Furniture
C0373,4464,G941,Garden & Outdoors
I4555,21324.5,E328,Beauty
B30829,636.5,E522,Books
J6025,35360,D642,Clothing & Accessories
B16652,2652.5,B0497,Computers & Accessories
C9523,9536,H899,Baby
E3125,5140.5,D657,Clothing & Accessories
B03175,14368,F164,Furniture
B17258,1216,B942,Furniture
F6793,892.5,C774,Collectibles
C5851,2140,B485,Electronics
G3184,1912,B0130,Apps & Games
F9727,104.5,D575,Garden & Outdoors
B15020,684,D540,Books
B18147,425.5,C874,Books
B27303,1216,G673,Apps & Games
D3374,13870,H241,Computers & Accessories
B29311,848,J959,Electronics
C7570,577.5,I707,Computers & Accessories
I7398,256,G295,Baby
I1573,112,G633,Apps & Games
B08899,153.5,C874,Electronics
D7770,153.5,I655,Garden & Outdoors
E2430,1273.5,C106,Beauty
E7177,1228.5,J86,Apps & Games
I430,1600,B731,Collectibles
I5506,2841.5,B900,Electronics
B21855,2944,G702,Apps & Games
I8777,499,J325,Baby
B30605,348.5,E522,Computers & Accessories
I3002,896,B669,Beauty
G7658,3372.5,F036,Baby
J7225,1280,C09,Garden & Outdoors
C7641,515.5,H209,Apps & Games
J6385,4060.5,F543,Garden & Outdoors
B32637,1276.5,I506,Clothing & Accessories
B19221,369.5,C369,Collectibles
D0290,2723,D335,Garden & Outdoors
E2143,538.5,C835,Beauty
J1201,1304,B296,Beauty
D5588,1456,F622,Clothing & Accessories
E267,1612.5,J684,Electronics
B20598,444.5,I259,Baby
F4976,928,H284,Beauty
B10463,4229,I310,Collectibles
J1265,15283,G077,Computers & Accessories
H6737,476.5,E452,Computers & Accessories
B938,2476.5,H192,Beauty
B20172,912,H532,Garden & Outdoors
J506,4128,J943,Baby
H3888,1123,B713,Collectibles
H8876,1152,H069,Apps & Games
F0543,1868.5,G295,Computers & Accessories
B2613,176,J959,Apps & Games
C6389,1281.5,B0540,Electronics
G4013,253,B0209,Beauty
I1067,633.5,C951,Apps & Games
F0459,1434,E524,Clothing & Accessories
B23614,8764.5,H525,Collectibles
J7657,1832.5,B195,Baby
E8653,112,D999,Apps & Games
F3730,979,F07,Electronics
G1087,1276.5,I834,Apps & Games
E3113,5408,B0386,Computers & Accessories
D6734,9753.5,E282,Baby
B01746,5088,H923,Books
I261,2464,C642,Garden & Outdoors
B03756,2233.5,H791,Books
C9665,345.5,I176,Clothing & Accessories
H5950,949,E438,Electronics
E6286,4448,G598,Furniture
F6306,18944,F722,Baby
B10835,429,F972,Apps & Games
I8294,1328.5,E484,Computers & Accessories
E9899,701,E438,Garden & Outdoors
G3570,768,E371,Computers & Accessories
G7587,476.5,H175,Books
E9968,3840,H357,Books
H0707,796.5,B0338,Baby
E3263,1548.5,G211,Apps & Games
H1475,956.5,E426,Collectibles
G5847,636.5,H284,Clothing & Accessories
D2745,484,E754,Collectibles
I7684,896,E198,Computers & Accessories
F9210,7747,C751,Baby
F1903,3808,I247,Electronics
B05540,1434,H791,Computers & Accessories
F4913,5280,B076,Baby
D8390,15504,B485,Furniture
C1232,5734,F622,Baby
B09229,320,I089,Computers & Accessories
B3498,12512,J251,Computers & Accessories
F1478,1248,G117,Computers & Accessories
B3404,6400,G932,Garden & Outdoors
J3563,2298,H791,Beauty
J8234,3836.5,F609,Collectibles
H6268,429,E93,Baby
G5470,10752,F210,Collectibles
B0801,28800,H207,Furniture
I3270,928,H000,Electronics
J5714,5728,D408,Baby
C7752,1344,F503,Books
B6946,3753.5,H027,Collectibles
B27090,1166,F432,Furniture
J4218,1593.5,J879,Books
I5242,2208,B90,Computers & Accessories
I5052,1056,E057,Apps & Games
H4818,76.5,C364,Beauty
B08465,992,C270,Clothing & Accessories
B16848,231,G192,Computers & Accessories
J3811,10390,H027,Collectibles
H5812,1401.5,C106,Collectibles
E9855,1520,F735,Books
H8869,160,G764,Baby
B10854,345.5,E641,Collectibles
D3877,8128,B052,Baby
B00054,2099,E458,Furniture
B31824,691,E084,Computers & Accessories
C910,8608,J959,Clothing & Accessories
G5929,11360,G077,Baby
I7494,15088,F208,Garden & Outdoors
B09201,953.5,J294,Electronics
B04086,17888,F887,Electronics
G2332,297.5,H376,Electronics
B29098,480,B0426,Electronics
E4001,633.5,F049,Computers & Accessories
C2700,1088,F960,Books
H529,4800,F622,Collectibles
D38,1497.5,C106,Electronics
C1018,129120,D786,Books
J2183,3123,G295,Beauty
B05846,7833.5,F036,Books
B03746,4768,G077,Garden & Outdoors
B7830,1768,G825,Furniture
F7949,476.5,I183,Collectibles
E9575,320,J879,Baby
E4125,1568,B0567,Computers & Accessories
B16464,962.5,G37,Furniture
C5322,24608,D432,Clothing & Accessories
B05448,668.5,C874,Baby
J5694,253,H722,Computers & Accessories
G7644,1088,C874,Electronics
B05469,2748.5,J227,Baby
B26431,1619,E552,Electronics
D1247,11232,H455,Furniture
B9033,9216,H183,Garden & Outdoors
I5411,1584,B792,Clothing & Accessories
B7076,7518.5,I310,Baby
E5309,11633,E282,Baby
E509,604.5,F720,Apps & Games
H4887,1040,C874,Baby
B26375,1305.5,E454,Collectibles
C1410,1760,C09,Computers & Accessories
I4650,3168,B712,Furniture
I0367,272,B765,Apps & Games
B11823,345.5,H91,Apps & Games
B01131,15616,C874,Computers & Accessories
B1261,2720,H455,Clothing & Accessories
B12240,409.5,E926,Baby
E3781,10336,G430,Electronics
H1811,4256,D642,Electronics
D3265,5024,E702,Furniture
G2968,412.5,B291,Clothing & Accessories
B21183,2439,I376,Collectibles
F3166,2400,H357,Clothing & Accessories
B06039,3119,C001,Collectibles
H7711,134,D005,Garden & Outdoors
D3354,768,B840,Books
G4970,137.5,G371,Clothing & Accessories
E6983,1376,H867,Beauty
D4142,198400,B0552,Garden & Outdoors
J0248,3680,D835,Computers & Accessories
F0340,4505.5,I579,Books
H318,608,H400,Electronics
J2579,221.5,E220,Electronics
H4923,620.5,G315,Furniture
B05322,5032,C690,Books
E8094,2462,C874,Beauty
B07193,1105.5,C277,Books
B30532,3532.5,B76,Beauty
I323,8832,C755,Computers & Accessories
B703,2233.5,C645,Collectibles
E1177,6048,J314,Electronics
C6035,11744,J015,Collectibles
C5387,4108.5,G498,Clothing & Accessories
H9349,716.5,I127,Apps & Games
B228,858,D766,Furniture
D8393,4128,J806,Furniture
H784,412.5,D635,Beauty
C0017,15590,I915,Garden & Outdoors
B27314,1437,I007,Beauty
I7970,2350,D133,Books
D9963,273.5,B224,Garden & Outdoors
C6638,7776,I059,Clothing & Accessories
H9973,10336,E382,Collectibles
F368,3202.5,I323,Beauty
I4474,217.5,C627,Clothing & Accessories
E69,2614,C874,Apps & Games
I7419,2307.5,E947,Baby
B16062,636.5,E746,Furniture
J0739,12403,F036,Garden & Outdoors
B31285,1049.5,H387,Furniture
C5092,1692.5,F782,Furniture
C3322,4605,J723,Apps & Games
D3451,1916.5,B2,Furniture
B14922,12614,G77,Beauty
C8655,633.5,B0412,Baby
B3174,668.5,F782,Garden & Outdoors
B06845,249.5,B0215,Books
F7557,8816,D606,Apps & Games
G8657,1592.5,B485,Beauty
D0827,1904,B348,Books
B23539,7065.5,J445,Computers & Accessories
H9061,4584.5,I323,Collectibles
D7017,633.5,I168,Collectibles
B02127,1082,B630,Clothing & Accessories
J5166,282,B0412,Baby
F0887,954.5,C159,Furniture
D7363,825.5,D635,Apps & Games
B20642,4768,B712,Garden & Outdoors
B27884,1248,H400,Apps & Games
E5067,51193,F403,Apps & Games
D7778,825.5,C845,Books
J1209,1149,G401,Furniture
B5873,137.5,E628,Baby
B17894,532,C159,Apps & Games
B01479,668,I690,Clothing & Accessories
D0701,14368,B617,Beauty
J3143,24288,F164,Electronics
F2560,425.5,B427,Electronics
B3911,6758,F164,Beauty
B3417,1584,B792,Collectibles
B2417,34560,H455,Collectibles
F3057,284.5,B738,Computers & Accessories
B29321,276,C874,Computers & Accessories
H5573,570,H093,Collectibles
F7033,953.5,C106,Furniture
C7420,9702,B783,Computers & Accessories
B08340,1897.5,G751,Books
B06960,3930.5,D850,Computers & Accessories
B14813,512,B427,Beauty
E9493,2681.5,C106,Garden & Outdoors
C3143,742,F622,Apps & Games
B17134,2304,J743,Collectibles
I8510,335.5,E673,Apps & Games
I5469,972.5,I527,Electronics
B6052,11424,I915,Apps & Games
J9422,9763,D062,Computers & Accessories
B15286,2240,I407,Clothing & Accessories
B26005,3612.5,G498,Beauty
I0286,7873.5,J445,Electronics
C5908,4579,E057,Garden & Outdoors
B31329,384,F622,Beauty
B20682,25401.5,E052,Books
G7929,672,B225,Apps & Games
B28004,633.5,E524,Furniture
J5398,2739,E967,Apps & Games
I7901,2752,J466,Apps & Games
E9102,11200,I584,Clothing & Accessories
B24909,52800,H999,Electronics
B09607,4704,I2,Baby
B12807,761.5,B431,Garden & Outdoors
B14361,5232.5,C099,Furniture
E6252,8704,J015,Garden & Outdoors
C4218,1116.5,B421,Clothing & Accessories
B17210,2784,I579,Books
B13636,1760,B663,Clothing & Accessories
J3315,2592,D49,Apps & Games
B12768,8611,I009,Beauty
H0506,828.5,J441,Beauty
G8691,22048,E540,Electronics
H7347,622,F609,Beauty
B22894,316.5,F251,Beauty
B25723,13618.5,E719,Beauty
D861,3104,B052,Collectibles
F2717,316.5,E188,Books
B20728,2030.5,E370,Beauty
B0647,2620.5,B845,Electronics
C6309,1974,B0226,Baby
J2268,3778.5,I323,Clothing & Accessories
I7718,3513.5,B431,Apps & Games
E2825,1376,G847,Garden & Outdoors
B24771,41.5,E858,Baby
B0883,1689.5,I579,Beauty
H7366,4576,D680,Computers & Accessories
C1360,20520,C690,Collectibles
B09011,592,I527,Beauty
B2799,5728,G823,Collectibles
J7779,1596.5,F783,Furniture
D541,1772,F403,Furniture
J792,92.5,D575,Computers & Accessories
B02185,1184,I209,Computers & Accessories
I4925,448,D991,Clothing & Accessories
D5489,1120,C390,Electronics
G6815,1856,E757,Garden & Outdoors
H8765,704,I199,Beauty
B15410,633.5,H875,Furniture
C3831,768,H998,Beauty
I5194,177.5,E014,Baby
C211,38,C874,Baby
G953,313.5,J07,Collectibles
B20536,1792,J511,Electronics
F5834,33568,B0333,Collectibles
E3584,95360,I19,Computers & Accessories
B06461,444.5,F622,Garden & Outdoors
B08302,3800,C036,Computers & Accessories
D6845,2246,H467,Beauty
B1685,6368,G575,Garden & Outdoors
B4471,18636.5,G239,Baby
I1166,252.5,F279,Electronics
B680,1267,G269,Garden & Outdoors
F9462,716,G325,Electronics
J1284,412.5,B0316,Books
E9891,1120,D249,Clothing & Accessories
C5632,8081.5,I324,Clothing & Accessories
B19669,55936,B0331,Garden & Outdoors
B13284,928,C874,Books
I9331,1120,D978,Furniture
E2449,572.5,E621,Collectibles
E2950,67,B24,Electronics
B404,2656,B0333,Collectibles
B8612,152,B852,Computers & Accessories
B03458,1760,B0025,Books
B31537,7328,G827,Baby
H0904,538.5,C944,Collectibles
B30739,9683,F036,Beauty
E6891,512,H331,Books
B16625,614,D899,Apps & Games
B27714,601.5,J547,Electronics
D0609,455,E524,Clothing & Accessories
B29219,51,E522,Baby
F3720,15712,B0083,Furniture
B05736,112,B457,Beauty
B1316,2236.5,H669,Collectibles
B5351,9504,D333,Books
I8850,800,D404,Collectibles
C9120,358,J799,Apps & Games
D1372,14400,B0333,Beauty
H6553,15240.5,E719,Baby
C9628,224,D588,Electronics
F8188,960,G367,Furniture
F9808,144,G764,Apps & Games
B05616,3488,F208,Electronics
B10363,1293,E392,Baby
F3632,960,E371,Baby
C7320,7561.5,D410,Furniture
D1688,928,D399,Computers & Accessories
B3425,953.5,G835,Electronics
E3678,1056,C846,Electronics
B08265,1612.5,I251,Beauty
E835,2833,C740,Electronics
B16797,4262,J227,Collectibles
G5599,12192,B40,Furniture
C1120,13408,G827,Apps & Games
G1602,2822,E757,Clothing & Accessories
B15691,2880,G607,Beauty
B30075,4128,I883,Books
F8634,960,C179,Garden & Outdoors
B26175,540.5,B0282,Computers & Accessories
B05280,1888,H121,Garden & Outdoors
D7321,810.5,I131,Computers & Accessories
I2249,53760,G239,Beauty
G010,28320,J189,Garden & Outdoors
B02328,1148,J713,Books
G0626,624,I834,Beauty
E1635,5113.5,J086,Furniture
E7026,316.5,H03,Beauty
J8400,1248,C604,Computers & Accessories
I5517,28236.5,F036,Collectibles
G7320,2520.5,E125,Computers & Accessories
G5488,705.5,E644,Books
E331,1118,H651,Collectibles
I1808,1657.5,C49,Garden & Outdoors
B04828,278,E545,Electronics
H2585,249.5,D113,Clothing & Accessories
B24572,1657.5,I121,Baby
D8306,475,D833,Furniture
J3420,1401.5,H738,Garden & Outdoors
B0298,10703,G357,Beauty
E3296,1152,G538,Apps & Games
B6488,25894,B0315,Baby
B2122,1276.5,B712,Apps & Games
E2544,3776,I091,Baby
B7844,316.5,F878,Computers & Accessories
H2925,284.5,B0282,Books
H9671,12962.5,E719,Furniture
G1496,5168,I765,Beauty
D8935,7456,J015,Clothing & Accessories
B24749,873.5,C521,Electronics
B1545,316.5,E936,Computers & Accessories
B0455,374,F622,Garden & Outdoors
I6820,4569.5,F036,Beauty
B02503,584.5,E297,Garden & Outdoors
B13418,27200,J344,Beauty
E9043,281.5,J07,Beauty
J1995,368,C277,Books
I8249,540.5,B0360,Beauty
B01856,6688,C475,Clothing & Accessories
D0414,2096,G077,Garden & Outdoors
I1122,24320,G483,Baby
B08281,5904,C874,Baby
E6659,1913.5,I898,Baby
D9246,2240,B076,Computers & Accessories
B02707,2747,B887,Beauty
H4763,416,C557,Clothing & Accessories
C6376,232.5,F861,Collectibles
C4851,2873.5,I898,Computers & Accessories
C7358,18127,J621,Baby
B15074,448,B0215,Clothing & Accessories
B0956,23182.5,I310,Books
B1574,1971,J892,Collectibles
E6518,2336,F804,Collectibles
J8191,717,B20,Books
F2093,905.5,C874,Books
I8845,11808,F637,Collectibles
B13242,71392,E22,Electronics
G9471,1035.5,I127,Collectibles
H3446,793.5,H791,Electronics
B0016,11847.5,I310,Furniture
F1255,8089.5,B0258,Books
I2946,1821,C936,Apps & Games
B30192,258.5,C835,Baby
B30812,6374,D928,Electronics
C7539,1241.5,B945,Garden & Outdoors
F053,3648,D569,Apps & Games
G0526,3744,B343,Beauty
E0060,6048,B919,Beauty
C1450,5184,J015,Clothing & Accessories
G3987,15936,F282,Computers & Accessories
B10868,5046,D569,Collectibles
F9622,3155.5,H525,Electronics
B26865,2368,J344,Baby
B25011,861,B0351,Garden & Outdoors
C4122,2361.5,E337,Furniture
F0787,2295,C874,Books
J5343,320,G641,Electronics
C8454,441.5,F765,Computers & Accessories
B24205,192,H312,Electronics
I5613,765,E91,Furniture
E0980,4433.5,F036,Clothing & Accessories
I0167,8419.5,D577,Apps & Games
J8913,28800,G902,Computers & Accessories
I9450,3616,E702,Garden & Outdoors
F5284,4003,F967,Garden & Outdoors
H3954,2656,F416,Baby
G9445,1856,D779,Computers & Accessories
B21533,1443,E309,Computers & Accessories
B8650,760,J533,Books
H0873,348.5,J833,Apps & Games
G8072,1607,F283,Garden & Outdoors
H0622,4128,F688,Beauty
B07689,161510,D757,Apps & Games
G2157,3005,J965,Apps & Games
D3119,864,C496,Apps & Games
B00972,1568,I156,Beauty
D198,5299,H173,Apps & Games
B3434,4641,I609,Books
E3724,2112,E702,Collectibles
E8856,704,C874,Clothing & Accessories
C5759,4536.5,G52,Computers & Accessories
D1012,432,B0151,Garden & Outdoors
C7074,22698,B0331,Computers & Accessories
D9978,2736,G077,Computers & Accessories
C7546,640,B871,Collectibles
J8909,1843,H824,Apps & Games
D4888,928,J713,Garden & Outdoors
B16850,8608,B0333,Beauty
B3175,697.5,I121,Electronics
G0585,76365,I915,Garden & Outdoors
B25472,1004.5,D055,Electronics
I2016,604.5,C642,Collectibles
I258,316.5,G439,Beauty
G2920,3168,F276,Baby
F69,672,J926,Garden & Outdoors
B12866,636.5,H89,Garden & Outdoors
D9997,956.5,B910,Baby
J6184,656,J798,Beauty
B16872,1440,B0025,Beauty
D611,2692.5,G825,Furniture
E9133,1248,B0015,Baby
G4415,92.5,G424,Clothing & Accessories
I2404,6656,G588,Computers & Accessories
F1290,79,H939,Clothing & Accessories
B22314,6368,H701,Books
B6699,896,G76,Collectibles
B07684,432,C874,Computers & Accessories
I2029,586,G295,Apps & Games
D338,5862,J209,Furniture
B24500,1184,F923,Books
B27588,5155,J227,Beauty
F0711,220.5,F56,Garden & Outdoors
F6383,14080,H455,Garden & Outdoors
I0347,2876.5,F939,Beauty
H3625,6368,C421,Collectibles
C7219,1699,H994,Electronics
G4014,697.5,G835,Furniture
D5115,796.5,B743,Electronics
G3354,1344,B252,Furniture
G7428,1216,B0015,Beauty
D7260,384,J807,Books
E9011,1056,D050,Clothing & Accessories
H8572,448,C390,Apps & Games
E3302,11520,C874,Baby
E175,1623,I420,Garden & Outdoors
E5471,8128,B40,Collectibles
F8722,1008,F729,Apps & Games
B7369,26464,F810,Baby
B14187,5091,G216,Baby
E0375,402.5,G648,Beauty
B05215,3456,D200,Collectibles
D8672,3520,G031,Computers & Accessories
E0221,2368,E35,Computers & Accessories
J2300,1574,E378,Computers & Accessories
B27751,5280,B0097,Beauty
G9322,608,C524,Books
E1142,5616,H63,Electronics
B07536,380.5,J554,Clothing & Accessories
G309,4579,J723,Electronics
C322,10160.5,B943,Clothing & Accessories
D9610,1290,D198,Apps & Games
B17174,550,C874,Garden & Outdoors
B30864,1920,E88,Computers & Accessories
D8335,13440,D755,Apps & Games
B19804,4317,J723,Collectibles
J8313,896,B0414,Baby
B09130,2229.5,J774,Furniture
B6765,2774,I356,Collectibles
J9926,270.5,B0086,Garden & Outdoors
I2771,857.5,G71,Beauty
C5188,1251.5,E91,Garden & Outdoors
C2431,768,C106,Beauty
E421,6304,J015,Clothing & Accessories
F1326,187.5,G648,Apps & Games
G8225,2346,G258,Beauty
B8987,1722,B0412,Computers & Accessories
H2015,3404.5,C607,Furniture
E3969,1913.5,H791,Electronics
B03742,178.5,H127,Collectibles
B3533,1149,C003,Apps & Games
C497,3778.5,I606,Furniture
G9942,2586,D113,Computers & Accessories
E0325,249.5,F78,Apps & Games
B20775,348,D797,Furniture
F4474,1824,I113,Baby
C414,1725,C164,Baby
G5513,13312,B0468,Beauty
H4310,793.5,C231,Collectibles
C8710,5401.5,F036,Electronics
C5767,18880,J172,Clothing & Accessories
H2940,608,C524,Beauty
B00749,973.5,H584,Computers & Accessories
I3630,185,I177,Electronics
E8515,364.5,E064,Apps & Games
B11182,512,H089,Furniture
B03423,112,D604,Computers & Accessories
H550,8480,G598,Collectibles
G1809,1120,F890,Garden & Outdoors
D1086,3776,C376,Electronics
G2429,633.5,B658,Baby
G6846,473.5,C106,Electronics
F2836,3488,G815,Computers & Accessories
G9050,1259.5,B630,Apps & Games
C1217,953.5,D635,Furniture
E3951,284.5,H738,Beauty
B20982,1184,F056,Collectibles
B23270,598.5,B103,Apps & Games
B26565,566,H936,Computers & Accessories
E4884,1441,F609,Furniture
H349,3020.5,J259,Collectibles
F8200,1443,F622,Baby
B24529,480,C738,Clothing & Accessories
B28106,8553.5,D772,Baby
B09914,7904,J015,Beauty
B09447,11776,E488,Books
B25190,14688,F637,Beauty
B26564,139200,J939,Apps & Games
E5494,40325,F403,Apps & Games
G4684,589,I558,Collectibles
B19382,4012.5,E397,Clothing & Accessories
I5514,601.5,B945,Books
D9215,22869,I310,Collectibles
B24846,547,H400,Clothing & Accessories
B30781,633.5,C944,Books
B27760,5088,E76,Furniture
J2294,50192,E22,Furniture
B16194,1152,H735,Baby
B17734,896,C781,Furniture
E0877,2894,F164,Apps & Games
B28720,1343,J28,Garden & Outdoors
B28858,1065.5,F609,Clothing & Accessories
B29292,60,B24,Apps & Games
F9397,604.5,D844,Clothing & Accessories
G8184,384,B207,Garden & Outdoors
B5706,40112,E22,Clothing & Accessories
D4797,281.5,E955,Baby
B14300,34048,J445,Garden & Outdoors
G0978,224,D412,Beauty
B32798,4262,J641,Collectibles
J9510,1229,J713,Garden & Outdoors
B7609,3100.5,E702,Clothing & Accessories
D9474,15264,B845,Furniture
F5569,40112,E22,Books
F7527,1536,B440,Clothing & Accessories
B05177,3168,D805,Garden & Outdoors
G1075,576,G640,Computers & Accessories
B7888,1696,B616,Apps & Games
C8862,832,F622,Garden & Outdoors
J9812,1540,B0385,Garden & Outdoors
H0246,76.5,H712,Garden & Outdoors
H9962,448,I015,Collectibles
F2726,2072.5,E924,Computers & Accessories
G1270,1043,E605,Clothing & Accessories
B00043,1056,D49,Collectibles
F3951,640,H948,Beauty
C2679,256,C393,Computers & Accessories
J1635,8279,B119,Collectibles
B04275,316.5,C845,Baby
D4261,15936,G827,Electronics
B8172,114816,E933,Electronics
B17586,5152,J959,Garden & Outdoors
B10435,6604.5,I644,Garden & Outdoors
E7339,281.5,B0036,Computers & Accessories
C9516,1020.5,C774,Furniture
B02978,636.5,C376,Baby
B01775,1728,D055,Clothing & Accessories
B06674,4897.5,J041,Apps & Games
C6829,141,E293,Electronics
D9484,614,D899,Apps & Games
H9288,528,H735,Computers & Accessories
J0238,348.5,F277,Apps & Games
G6677,720,B159,Apps & Games
F7381,80640,H92,Beauty
B02058,950,C761,Books
B25085,25311.5,J980,Collectibles
D0052,188.5,H03,Electronics
H2137,8611,C751,Apps & Games
B8663,412.5,E944,Baby
H4775,2236.5,D568,Baby
B32132,15648,F164,Apps & Games
H6098,11200,I055,Beauty
G7380,128,F796,Garden & Outdoors
B28180,7296,I994,Apps & Games
E9908,12832,B0083,Baby
J6497,384,B0466,Books
G221,25702,I064,Beauty
B20455,48.5,G192,Beauty
B8007,3446,G06,Electronics
B29247,2396.5,B0059,Beauty
B01532,570,B0412,Apps & Games
D8317,2064,B713,Furniture
C7849,10255.5,B0349,Baby
B23725,2827,E701,Baby
I4201,752.5,F609,Furniture
H5623,5734,F036,Electronics
B16111,19168,I765,Collectibles
D6528,3672,C736,Electronics
E4973,3558,F164,Computers & Accessories
J410,627.5,E524,Baby
C8800,1024,C106,Collectibles
J3408,11521.5,F536,Apps & Games
J2707,550,J646,Computers & Accessories
D3454,109,C874,Computers & Accessories
C629,1062.5,B10,Garden & Outdoors
G627,41280,F411,Garden & Outdoors
G4084,432,I445,Beauty
H7143,5832,I05,Collectibles
B5172,2655,C632,Furniture
B11313,3520,H637,Baby
J7205,227.5,G201,Clothing & Accessories
G218,316.5,C72,Furniture
C1923,1540.5,G266,Clothing & Accessories
I9086,858,H791,Clothing & Accessories
G1819,5088,I189,Clothing & Accessories
B05906,2604.5,D323,Apps & Games
C965,4539,J881,Electronics
G8344,4032,E379,Books
B02602,640,G040,Computers & Accessories
G5040,7680,F161,Collectibles
G9473,57830,G110,Electronics
