id,event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
20514,11/15/2020 11:15,android,G41040,D1508,E3038,Youtube
20716,11/15/2020 11:20,android,G41040,D1508,E3038,YOUTUBE
20987,11/15/2020 11:27,android,G41040,D1508,E3038,FACEBOOK
21979,11/15/2020 11:48,android,G41040,D1508,H1406,Youtube
22203,11/15/2020 11:53,android,G41040,D1508,H9807,YOUTUBE
26509,11/15/2020 13:48,android,G4111,F2871,B26865,linkedin
26670,11/15/2020 13:52,android,G4111,F2871,D9126,Youtube
26346,11/15/2020 13:44,android,G4111,F2871,F8320,facebook
26352,11/15/2020 13:44,android,G4111,F2871,F8320,Google
26371,11/15/2020 13:45,android,G4111,F2871,F8320,LinkedIn
26631,11/15/2020 13:51,android,G4111,F2871,F8320,LinkedIn
26705,11/15/2020 13:53,android,G4111,F2871,H2955,Youtube
42794,11/15/2020 19:43,android,G41136,H0916,B13763,Youtube
13751,11/15/2020 9:04,android,G413,F851,B03394,linkedin
14286,11/15/2020 9:14,android,G413,F851,B03394,facebook
14620,11/15/2020 9:20,android,G413,F851,B03394,google
25700,11/15/2020 13:28,android,G41309,I1781,B6627,Youtube
25590,11/15/2020 13:26,android,G41309,I1781,J7274,linkedin
47072,11/15/2020 20:56,android,G41319,H8550,B13763,google
48339,11/15/2020 21:12,android,G41350,E0612,C0172,YOUTUBE
45947,11/15/2020 20:40,android,G41454,G4653,B00477,GOOGLE
46431,11/15/2020 20:48,android,G41519,F8346,B13763,youtube
46533,11/15/2020 20:49,android,G41519,F8346,B13763,FACEBOOK
46873,11/15/2020 20:53,android,G41519,F8346,B13763,facebook
46628,11/15/2020 20:50,android,G41519,F8346,J5847,facebook
46660,11/15/2020 20:51,android,G41519,F8346,J5847,Youtube
47109,11/15/2020 20:56,android,G41519,F8346,J5847,FACEBOOK
47308,11/15/2020 20:59,android,G41519,F8346,J5847,youtube
47519,11/15/2020 21:02,android,G41519,F8346,J5847,YOUTUBE
48315,11/15/2020 21:12,android,G41519,F8346,J5847,FACEBOOK
48607,11/15/2020 21:16,android,G41519,F8346,J5847,youtube
38095,11/15/2020 18:14,android,G41536,H5264,D5963,linkedin
40568,11/15/2020 19:06,android,G41564,C2940,B04375,GOOGLE
40367,11/15/2020 19:02,android,G41564,C2940,B23850,youtube
40402,11/15/2020 19:03,android,G41564,C2940,B23850,Google
40590,11/15/2020 19:07,android,G41564,C2940,B31385,YOUTUBE
40320,11/15/2020 19:02,android,G41564,C2940,C5346,youtube
40395,11/15/2020 19:03,android,G41564,C2940,I1964,LinkedIn
2088,11/15/2020 0:31,android,G4159,G7955,B10374,google
2066,11/15/2020 0:31,android,G4159,G7955,D9606,GOOGLE
1641,11/15/2020 0:25,android,G4159,G7955,I3050,google
1590,11/15/2020 0:24,android,G41675,I3797,B0365,youtube
462,11/15/2020 0:06,android,G41675,I3797,B04738,Google
1689,11/15/2020 0:25,android,G41675,I3797,B06962,GOOGLE
2594,11/15/2020 0:40,android,G41675,I3797,B06962,YOUTUBE
138,11/15/2020 0:01,android,G41675,I3797,B07905,LinkedIn
469,11/15/2020 0:06,android,G41675,I3797,B07905,youtube
1187,11/15/2020 0:18,android,G41675,I3797,B07905,GOOGLE
1739,11/15/2020 0:26,android,G41675,I3797,B07905,youtube
2434,11/15/2020 0:37,android,G41675,I3797,B07905,FACEBOOK
343,11/15/2020 0:04,android,G41675,I3797,B9799,linkedin
2586,11/15/2020 0:40,android,G41675,I3797,C3666,YOUTUBE
2513,11/15/2020 0:39,android,G41675,I3797,D0239,Google
698,11/15/2020 0:10,android,G41675,I3797,I7670,Youtube
2356,11/15/2020 0:35,android,G41675,I3797,I7670,Youtube
2494,11/15/2020 0:38,android,G41675,I3797,I7670,Google
27871,11/15/2020 14:23,android,G4169,H4784,H1406,youtube
27915,11/15/2020 14:24,android,G4169,H4784,H1406,GOOGLE
1012,11/15/2020 0:15,android,G41723,C2364,D0868,youtube
1606,11/15/2020 0:24,android,G41723,C2364,D0868,linkedin
7442,11/15/2020 5:14,android,G41749,H8317,B02442,google
7926,11/15/2020 6:01,android,G41749,H8317,B02442,Google
7508,11/15/2020 5:20,android,G41749,H8317,B03617,youtube
7973,11/15/2020 6:05,android,G41749,H8317,B10562,facebook
7929,11/15/2020 6:01,android,G41749,H8317,D2783,Google
7500,11/15/2020 5:19,android,G41749,H8317,D7750,Google
7360,11/15/2020 5:08,android,G41749,H8317,H55,LinkedIn
7521,11/15/2020 5:21,android,G41749,H8317,H55,FACEBOOK
7740,11/15/2020 5:43,android,G41749,H8317,H55,youtube
7940,11/15/2020 6:03,android,G41749,H8317,H55,youtube
7487,11/15/2020 5:17,android,G41749,H8317,I7675,LinkedIn
46671,11/15/2020 20:51,android,G41817,D3557,F5530,facebook
5114,11/15/2020 1:54,android,G41876,I6618,B02323,YOUTUBE
4873,11/15/2020 1:44,android,G41876,I6618,C8985,FACEBOOK
4886,11/15/2020 1:44,android,G41876,I6618,C8985,Youtube
5086,11/15/2020 1:53,android,G41876,I6618,D4394,FACEBOOK
5364,11/15/2020 2:05,android,G41876,I6618,D4394,FACEBOOK
4935,11/15/2020 1:47,android,G41876,I6618,H1406,GOOGLE
5051,11/15/2020 1:52,android,G41876,I6618,H1406,youtube
5357,11/15/2020 2:05,android,G41876,I6618,H1406,FACEBOOK
12631,11/15/2020 8:40,android,G41951,B3545,B10479,Youtube
16038,11/15/2020 9:48,android,G41972,H4356,D0048,Google
16124,11/15/2020 9:49,android,G41972,H4356,D0048,google
31271,11/15/2020 15:42,android,G41982,D1277,B20468,Youtube
31494,11/15/2020 15:46,android,G41982,D1277,D3029,FACEBOOK
31391,11/15/2020 15:44,android,G41982,D1277,E6602,facebook
31139,11/15/2020 15:39,android,G41982,D1277,F643,Google
31655,11/15/2020 15:49,android,G41982,D1277,I026,Google
17276,11/15/2020 10:10,android,G42003,F0801,B08691,YOUTUBE
16207,11/15/2020 9:51,android,G42003,F0801,B21465,YOUTUBE
16297,11/15/2020 9:53,android,G42003,F0801,B21465,GOOGLE
17139,11/15/2020 10:08,android,G42003,F0801,B3552,facebook
17518,11/15/2020 10:14,android,G42003,F0801,G6281,Google
45372,11/15/2020 20:31,android,G42024,G386,H292,YOUTUBE
45455,11/15/2020 20:32,android,G42024,G386,H292,FACEBOOK
45553,11/15/2020 20:34,android,G42024,G386,H5582,linkedin
28386,11/15/2020 14:37,android,G42092,C9345,D5747,LinkedIn
1104,11/15/2020 0:17,android,G42136,G9536,G131,Google
30022,11/15/2020 15:15,android,G42347,C9040,J5579,facebook
38071,11/15/2020 18:14,android,G42517,E8769,E1184,Google
9546,11/15/2020 7:13,android,G42572,B5607,B5817,Youtube
9615,11/15/2020 7:15,android,G42572,B5607,B5817,youtube
24796,11/15/2020 13:02,android,G42621,E6317,I860,linkedin
22223,11/15/2020 11:54,android,G42646,D5473,B29671,Youtube
23324,11/15/2020 12:20,android,G42646,D5473,B29671,YOUTUBE
23294,11/15/2020 12:19,android,G42646,D5473,D7038,Google
23275,11/15/2020 12:19,android,G42646,D5473,F3133,youtube
18480,11/15/2020 10:31,android,G42675,J0029,B14702,GOOGLE
18204,11/15/2020 10:26,android,G42675,J0029,C1137,google
18328,11/15/2020 10:28,android,G42675,J0029,F9514,LinkedIn
18211,11/15/2020 10:26,android,G42675,J0029,H6224,google
11348,11/15/2020 8:06,android,G42745,I1950,B0379,Google
11251,11/15/2020 8:03,android,G42745,I1950,D1638,FACEBOOK
11298,11/15/2020 8:05,android,G42745,I1950,D1638,Youtube
11252,11/15/2020 8:03,android,G42745,I1950,H9527,Youtube
32565,11/15/2020 16:07,android,G4276,E6227,H0625,Google
32628,11/15/2020 16:08,android,G4276,E6227,H0625,linkedin
8507,11/15/2020 6:32,android,G42789,F8717,C9301,GOOGLE
8591,11/15/2020 6:35,android,G42789,F8717,G131,Google
29973,11/15/2020 15:14,android,G42817,D5461,D3053,youtube
37387,11/15/2020 18:03,android,G42837,E9565,B19565,Google
37563,11/15/2020 18:06,android,G42837,E9565,B19565,youtube
38150,11/15/2020 18:15,android,G42837,E9565,B19565,linkedin
37421,11/15/2020 18:03,android,G42837,E9565,E0405,linkedin
38155,11/15/2020 18:15,android,G42837,E9565,J529,GOOGLE
48841,11/15/2020 21:20,android,G42884,C0876,H4539,GOOGLE
45185,11/15/2020 20:27,android,G42977,I3174,E8214,facebook
45218,11/15/2020 20:28,android,G42977,I3174,J1870,youtube
10260,11/15/2020 7:34,android,G43109,B2179,J3947,GOOGLE
19028,11/15/2020 10:43,android,G43151,I5015,B2998,Google
19275,11/15/2020 10:48,android,G43151,I5015,E7901,Google
19190,11/15/2020 10:46,android,G43151,I5015,H4564,LinkedIn
19162,11/15/2020 10:46,android,G43151,I5015,I6801,linkedin
29715,11/15/2020 15:08,android,G43197,B2958,J5898,FACEBOOK
15127,11/15/2020 9:31,android,G4320,E9183,B00117,FACEBOOK
15162,11/15/2020 9:31,android,G4320,E9183,B03927,FACEBOOK
15596,11/15/2020 9:40,android,G4320,E9183,B03927,youtube
14015,11/15/2020 9:09,android,G4320,E9183,B06131,LinkedIn
14824,11/15/2020 9:23,android,G4320,E9183,B07485,Youtube
12541,11/15/2020 8:37,android,G4320,E9183,B07517,youtube
14107,11/15/2020 9:11,android,G4320,E9183,B15237,google
14261,11/15/2020 9:13,android,G4320,E9183,B15237,FACEBOOK
13601,11/15/2020 9:01,android,G4320,E9183,B2069,LinkedIn
15232,11/15/2020 9:33,android,G4320,E9183,B20867,google
13605,11/15/2020 9:01,android,G4320,E9183,B26431,YOUTUBE
15058,11/15/2020 9:29,android,G4320,E9183,B27926,linkedin
15360,11/15/2020 9:35,android,G4320,E9183,B3495,Google
13663,11/15/2020 9:03,android,G4320,E9183,C6384,linkedin
12261,11/15/2020 8:31,android,G4320,E9183,D9077,linkedin
12200,11/15/2020 8:29,android,G4320,E9183,E2881,Youtube
12357,11/15/2020 8:33,android,G4320,E9183,E2881,google
12448,11/15/2020 8:35,android,G4320,E9183,E2881,LinkedIn
12620,11/15/2020 8:39,android,G4320,E9183,E2881,LinkedIn
12352,11/15/2020 8:33,android,G4320,E9183,E9461,LinkedIn
12566,11/15/2020 8:38,android,G4320,E9183,E9461,Youtube
15153,11/15/2020 9:31,android,G4320,E9183,F4292,youtube
12442,11/15/2020 8:35,android,G4320,E9183,I8331,FACEBOOK
15265,11/15/2020 9:33,android,G4320,E9183,I8604,FACEBOOK
15616,11/15/2020 9:40,android,G4320,E9183,I8604,Youtube
37393,11/15/2020 18:03,android,G43266,F4326,H8688,Youtube
10084,11/15/2020 7:28,android,G43320,B1179,H3025,google
12333,11/15/2020 8:32,android,G43338,H370,B3552,youtube
40940,11/15/2020 19:13,android,G43386,B5757,B2041,Google
41006,11/15/2020 19:15,android,G43386,B5757,B2998,youtube
41193,11/15/2020 19:18,android,G43386,B5757,G3007,youtube
41074,11/15/2020 19:16,android,G43386,B5757,J6821,linkedin
12977,11/15/2020 8:47,android,G43388,F0296,I860,FACEBOOK
13699,11/15/2020 9:03,android,G43388,F0296,J3947,YOUTUBE
32146,11/15/2020 15:58,android,G43549,D5014,B0379,LinkedIn
32188,11/15/2020 15:59,android,G43549,D5014,B09453,google
32251,11/15/2020 16:01,android,G43549,D5014,H9527,LinkedIn
32625,11/15/2020 16:08,android,G43549,D5014,H9527,google
32721,11/15/2020 16:11,android,G43549,D5014,H9527,GOOGLE
48289,11/15/2020 21:12,android,G43569,B7571,B29671,youtube
48385,11/15/2020 21:13,android,G43569,B7571,B29671,linkedin
48507,11/15/2020 21:15,android,G43569,B7571,B29671,Youtube
48749,11/15/2020 21:18,android,G43569,B7571,E2730,Google
48049,11/15/2020 21:08,android,G43569,B7571,H1406,Youtube
47780,11/15/2020 21:05,android,G43569,B7571,I860,Google
3915,11/15/2020 1:12,android,G43596,H2172,C2000,YOUTUBE
28122,11/15/2020 14:30,android,G43630,I6389,H1406,Youtube
19450,11/15/2020 10:53,android,G43636,G7198,D359,google
34536,11/15/2020 16:56,android,G43662,I9511,B13732,google
34494,11/15/2020 16:55,android,G43662,I9511,D7784,youtube
34352,11/15/2020 16:51,android,G43662,I9511,G0603,FACEBOOK
30601,11/15/2020 15:29,android,G43716,E1735,B13585,youtube
30726,11/15/2020 15:31,android,G43716,E1735,I7996,Google
9171,11/15/2020 7:00,android,G43742,F6852,C4920,FACEBOOK
32449,11/15/2020 16:05,android,G43764,D2331,B30934,Google
23546,11/15/2020 12:26,android,G43772,I7740,H522,Google
23933,11/15/2020 12:37,android,G43772,I7740,H522,YOUTUBE
36389,11/15/2020 17:40,android,G43785,B0636,E25,youtube
11684,11/15/2020 8:15,android,G43789,B8660,J845,youtube
19020,11/15/2020 10:43,android,G43828,D2934,B0379,Google
20253,11/15/2020 11:10,android,G43828,D2934,B0379,FACEBOOK
20366,11/15/2020 11:12,android,G43828,D2934,B0379,google
3945,11/15/2020 1:13,android,G4383,B0739,E2287,Youtube
16600,11/15/2020 9:59,android,G43980,H0962,B01580,LinkedIn
16327,11/15/2020 9:53,android,G43980,H0962,B0379,youtube
14891,11/15/2020 9:25,android,G43980,H0962,C4920,GOOGLE
14988,11/15/2020 9:27,android,G43980,H0962,C4920,Google
16363,11/15/2020 9:54,android,G43980,H0962,E3222,linkedin
16423,11/15/2020 9:56,android,G43980,H0962,F9412,Google
16528,11/15/2020 9:58,android,G43980,H0962,F9412,Youtube
16490,11/15/2020 9:57,android,G43980,H0962,G6283,GOOGLE
10693,11/15/2020 7:49,android,G44148,E2522,E0651,linkedin
1005,11/15/2020 0:15,android,G44224,I934,B03291,Google
1094,11/15/2020 0:16,android,G44224,I934,B03291,FACEBOOK
1063,11/15/2020 0:16,android,G44224,I934,B27900,Google
925,11/15/2020 0:14,android,G44224,I934,H6404,GOOGLE
25619,11/15/2020 13:26,android,G44308,I7367,B6627,google
25644,11/15/2020 13:27,android,G44308,I7367,B6627,facebook
43716,11/15/2020 19:58,android,G44421,D6836,E4296,linkedin
43741,11/15/2020 19:59,android,G44432,G3210,B0592,youtube
43743,11/15/2020 19:59,android,G44432,G3210,B14921,facebook
43557,11/15/2020 19:56,android,G44432,G3210,B16661,google
43601,11/15/2020 19:56,android,G44432,G3210,B16661,Google
43667,11/15/2020 19:58,android,G44432,G3210,J2060,facebook
1527,11/15/2020 0:23,android,G44486,C8873,I3050,FACEBOOK
41489,11/15/2020 19:23,android,G44507,D9639,B04035,FACEBOOK
41854,11/15/2020 19:29,android,G44507,D9639,D1143,youtube
34999,11/15/2020 17:07,android,G44508,E7194,F9592,YOUTUBE
19697,11/15/2020 10:59,android,G4459,I4421,C1137,GOOGLE
43545,11/15/2020 19:55,android,G44717,H3131,B439,google
43695,11/15/2020 19:58,android,G44717,H3131,H3414,youtube
43652,11/15/2020 19:57,android,G44717,H3131,J4926,FACEBOOK
38262,11/15/2020 18:18,android,G44882,I7434,B13763,LinkedIn
27814,11/15/2020 14:22,android,G44950,E3183,B29764,linkedin
28034,11/15/2020 14:27,android,G44950,E3183,F6354,Youtube
27741,11/15/2020 14:20,android,G44950,E3183,J793,google
27907,11/15/2020 14:24,android,G44950,E3183,J9955,linkedin
27982,11/15/2020 14:26,android,G44950,E3183,J9955,linkedin
32690,11/15/2020 16:10,android,G44960,B2202,C0260,FACEBOOK
30632,11/15/2020 15:29,android,G4502,H6094,B5047,linkedin
154,11/15/2020 0:01,android,G45093,F2946,B06866,LinkedIn
444,11/15/2020 0:06,android,G45093,F2946,B15304,facebook
27,11/15/2020 0:00,android,G45093,F2946,E0001,linkedin
293,11/15/2020 0:03,android,G45093,F2946,F8320,google
2359,11/15/2020 0:35,android,G45118,F6482,B09011,YOUTUBE
2449,11/15/2020 0:37,android,G45118,F6482,J0817,facebook
20893,11/15/2020 11:25,android,G45207,G9862,B10662,google
21231,11/15/2020 11:32,android,G45207,G9862,B10662,facebook
22642,11/15/2020 12:03,android,G45207,G9862,B25409,GOOGLE
22677,11/15/2020 12:03,android,G45207,G9862,B5765,LinkedIn
22471,11/15/2020 11:59,android,G45207,G9862,D9606,YOUTUBE
22617,11/15/2020 12:02,android,G45207,G9862,D9606,Youtube
22639,11/15/2020 12:03,android,G45207,G9862,D9606,Google
22644,11/15/2020 12:03,android,G45207,G9862,D9606,Youtube
22623,11/15/2020 12:02,android,G45207,G9862,H700,LinkedIn
26103,11/15/2020 13:39,android,G45267,I1230,B11376,linkedin
26259,11/15/2020 13:42,android,G45267,I1230,B11376,Youtube
26092,11/15/2020 13:38,android,G45267,I1230,B18262,Youtube
26226,11/15/2020 13:42,android,G45267,I1230,J7886,linkedin
12915,11/15/2020 8:46,android,G45331,J0069,B18898,google
12969,11/15/2020 8:47,android,G45331,J0069,B21398,Youtube
27186,11/15/2020 14:05,android,G45344,G0207,I5837,LinkedIn
30775,11/15/2020 15:32,android,G45399,E9802,H2955,linkedin
37757,11/15/2020 18:09,android,G45438,B6360,H2955,GOOGLE
41769,11/15/2020 19:28,android,G45552,H2086,B13763,Youtube
15776,11/15/2020 9:44,android,G4557,I6574,I6715,facebook
30180,11/15/2020 15:19,android,G4573,G447,D1054,LinkedIn
13247,11/15/2020 8:53,android,G45745,E3461,I9373,facebook
20008,11/15/2020 11:05,android,G45819,G0595,B1614,LinkedIn
20082,11/15/2020 11:06,android,G45819,G0595,D0737,google
19814,11/15/2020 11:00,android,G45819,G0595,E6627,facebook
19928,11/15/2020 11:03,android,G45819,G0595,H5489,GOOGLE
20164,11/15/2020 11:08,android,G45819,G0595,J6872,linkedin
13175,11/15/2020 8:52,android,G45879,I7169,F9680,YOUTUBE
34866,11/15/2020 17:04,android,G45986,E8184,B00524,YOUTUBE
34988,11/15/2020 17:07,android,G45986,E8184,B00524,google
34945,11/15/2020 17:06,android,G45986,E8184,C2105,Youtube
34310,11/15/2020 16:50,android,G45993,I6687,B27011,Google
34438,11/15/2020 16:54,android,G45993,I6687,B27011,google
29092,11/15/2020 14:54,android,G46004,E9518,B19516,LinkedIn
3159,11/15/2020 0:54,android,G46046,D4888,B24967,Youtube
43762,11/15/2020 19:59,android,G46087,I3802,D031,Google
49191,11/15/2020 21:25,android,G46163,F7688,I1394,Youtube
12095,11/15/2020 8:27,android,G46176,F5043,E7863,linkedin
12219,11/15/2020 8:30,android,G46176,F5043,J1397,LinkedIn
12230,11/15/2020 8:30,android,G46176,F5043,J1397,Youtube
32915,11/15/2020 16:17,android,G46263,B1921,B0379,facebook
12245,11/15/2020 8:30,android,G46284,D0667,B03311,YOUTUBE
12269,11/15/2020 8:31,android,G46284,D0667,B03311,GOOGLE
13069,11/15/2020 8:49,android,G46284,D0667,B03311,youtube
13566,11/15/2020 9:00,android,G46284,D0667,B03311,GOOGLE
13149,11/15/2020 8:51,android,G46284,D0667,B04035,facebook
13613,11/15/2020 9:01,android,G46284,D0667,B18262,FACEBOOK
12679,11/15/2020 8:41,android,G46284,D0667,C2664,Youtube
12489,11/15/2020 8:36,android,G46284,D0667,C6288,google
12693,11/15/2020 8:41,android,G46284,D0667,D8791,google
12870,11/15/2020 8:45,android,G46284,D0667,D8988,youtube
12460,11/15/2020 8:35,android,G46284,D0667,E1184,Google
12299,11/15/2020 8:32,android,G46284,D0667,E2173,GOOGLE
13231,11/15/2020 8:53,android,G46284,D0667,E25,Youtube
12491,11/15/2020 8:36,android,G46284,D0667,E7511,facebook
13193,11/15/2020 8:52,android,G46284,D0667,F8940,GOOGLE
12875,11/15/2020 8:45,android,G46284,D0667,G4188,facebook
12885,11/15/2020 8:45,android,G46284,D0667,G4188,YOUTUBE
12512,11/15/2020 8:37,android,G46284,D0667,H0499,youtube
12785,11/15/2020 8:43,android,G46284,D0667,I4786,Google
13297,11/15/2020 8:54,android,G46284,D0667,I860,Google
12927,11/15/2020 8:46,android,G46284,D0667,J6748,Youtube
13404,11/15/2020 8:57,android,G46284,D0667,J6748,linkedin
15108,11/15/2020 9:30,android,G46284,D0667,J6748,YOUTUBE
19736,11/15/2020 10:59,android,G46413,G4183,B14702,Google
19696,11/15/2020 10:59,android,G46413,G4183,C0179,Google
19570,11/15/2020 10:56,android,G46413,G4183,E0001,facebook
19691,11/15/2020 10:58,android,G46413,G4183,I9262,LinkedIn
2544,11/15/2020 0:39,android,G46441,F3552,C715,linkedin
2791,11/15/2020 0:44,android,G46441,F3552,I6868,Google
2819,11/15/2020 0:45,android,G46441,F3552,I6868,linkedin
37418,11/15/2020 18:03,android,G46587,I4422,B06866,Youtube
22793,11/15/2020 12:06,android,G46602,F9294,H2955,google
35962,11/15/2020 17:29,android,G46740,B4865,I7524,FACEBOOK
20515,11/15/2020 11:15,android,G46896,E9051,D9170,linkedin
20629,11/15/2020 11:18,android,G46896,E9051,F8501,google
20709,11/15/2020 11:19,android,G46896,E9051,H4055,YOUTUBE
27855,11/15/2020 14:23,android,G46901,I7150,E5537,Google
260,11/15/2020 0:03,android,G46914,C1128,I3050,linkedin
15499,11/15/2020 9:38,android,G46968,F281,B30934,LinkedIn
15537,11/15/2020 9:39,android,G46968,F281,D3633,GOOGLE
43632,11/15/2020 19:57,android,G47057,B300,B13763,facebook
43749,11/15/2020 19:59,android,G47057,B300,H8780,facebook
43685,11/15/2020 19:58,android,G47057,B300,I7438,GOOGLE
43756,11/15/2020 19:59,android,G47057,B300,I7438,google
38162,11/15/2020 18:16,android,G47093,E6385,B06866,GOOGLE
27807,11/15/2020 14:22,android,G47129,H6544,B22696,youtube
27707,11/15/2020 14:19,android,G47129,H6544,E7628,Google
27931,11/15/2020 14:25,android,G47129,H6544,E7870,linkedin
27927,11/15/2020 14:25,android,G47129,H6544,F3475,Youtube
27775,11/15/2020 14:21,android,G47129,H6544,H5352,LinkedIn
27892,11/15/2020 14:24,android,G47129,H6544,J3443,LinkedIn
12451,11/15/2020 8:35,android,G47133,B2120,G9585,facebook
48615,11/15/2020 21:17,android,G4716,D9356,B14095,LinkedIn
48583,11/15/2020 21:16,android,G4716,D9356,E5537,Google
28036,11/15/2020 14:28,android,G47249,C6751,B23158,Google
8250,11/15/2020 6:20,android,G47316,C1215,B22657,Google
37326,11/15/2020 18:02,android,G47401,G8514,J9093,YOUTUBE
25813,11/15/2020 13:31,android,G47468,F6517,B1986,google
25934,11/15/2020 13:34,android,G47468,F6517,B1986,LinkedIn
25563,11/15/2020 13:25,android,G47468,F6517,D2475,google
25518,11/15/2020 13:24,android,G47468,F6517,F9680,Google
25607,11/15/2020 13:26,android,G47468,F6517,F9680,FACEBOOK
25724,11/15/2020 13:29,android,G47468,F6517,F9680,facebook
25879,11/15/2020 13:33,android,G47468,F6517,F9680,Google
25917,11/15/2020 13:34,android,G47468,F6517,F9680,GOOGLE
353969,11/20/2020 22:04,iphone,G47490,B0419,C839,linkedin
353206,11/20/2020 21:55,iphone,G47490,B0419,I860,Google
17338,11/15/2020 10:11,android,G47597,G6987,B17580,FACEBOOK
17438,11/15/2020 10:13,android,G47597,G6987,D5650,GOOGLE
17631,11/15/2020 10:16,android,G47597,G6987,D5650,Google
17132,11/15/2020 10:07,android,G47597,G6987,H1406,google
543,11/15/2020 0:07,android,G47644,I5864,B06200,LinkedIn
24566,11/15/2020 12:56,android,G4787,F0033,D2821,linkedin
24345,11/15/2020 12:50,android,G4787,F0033,H7918,GOOGLE
24491,11/15/2020 12:54,android,G4787,F0033,H7918,YOUTUBE
43776,11/15/2020 20:00,android,G47894,H5957,B13763,youtube
43823,11/15/2020 20:00,android,G47894,H5957,B13763,YOUTUBE
20963,11/15/2020 11:26,android,G47936,C4588,B20699,FACEBOOK
20942,11/15/2020 11:26,android,G47936,C4588,E3165,linkedin
21146,11/15/2020 11:30,android,G47936,C4588,E3165,youtube
21174,11/15/2020 11:31,android,G47936,C4588,E3165,google
21256,11/15/2020 11:32,android,G47936,C4588,E3165,FACEBOOK
21196,11/15/2020 11:31,android,G47936,C4588,E344,LinkedIn
20930,11/15/2020 11:25,android,G47936,C4588,I3993,facebook
20946,11/15/2020 11:26,android,G47936,C4588,I3993,facebook
21135,11/15/2020 11:30,android,G47936,C4588,I3993,FACEBOOK
21157,11/15/2020 11:30,android,G47936,C4588,I3993,Google
20052,11/15/2020 11:05,android,G48030,I6226,C9402,GOOGLE
20239,11/15/2020 11:09,android,G48030,I6226,F0741,youtube
20269,11/15/2020 11:10,android,G48030,I6226,F0741,FACEBOOK
20254,11/15/2020 11:10,android,G48030,I6226,F719,google
41169,11/15/2020 19:18,android,G48045,C740,B12842,facebook
41320,11/15/2020 19:20,android,G48045,C740,F1496,linkedin
23871,11/15/2020 12:35,android,G48129,G9697,E337,YOUTUBE
45763,11/15/2020 20:37,android,G48147,C9857,C4166,google
36676,11/15/2020 17:47,android,G48233,F7029,D1143,FACEBOOK
36684,11/15/2020 17:47,android,G48233,F7029,D1143,Youtube
36739,11/15/2020 17:49,android,G48233,F7029,D6085,LinkedIn
36762,11/15/2020 17:49,android,G48233,F7029,D6085,facebook
36745,11/15/2020 17:49,android,G48233,F7029,E233,FACEBOOK
36756,11/15/2020 17:49,android,G48233,F7029,E233,facebook
35384,11/15/2020 17:16,android,G48233,F7029,H9233,google
35402,11/15/2020 17:16,android,G48233,F7029,H9233,Youtube
35798,11/15/2020 17:26,android,G48233,F7029,I860,google
35800,11/15/2020 17:26,android,G48233,F7029,I860,Youtube
9910,11/15/2020 7:23,android,G4828,I7344,B10399,LinkedIn
9972,11/15/2020 7:24,android,G4828,I7344,F2723,Youtube
9831,11/15/2020 7:21,android,G4828,I7344,I9262,facebook
25739,11/15/2020 13:29,android,G48288,I3507,F089,Google
9303,11/15/2020 7:05,android,G48341,G3703,B18262,YOUTUBE
9988,11/15/2020 7:25,android,G48341,G3703,H8243,linkedin
9128,11/15/2020 6:58,android,G48341,G3703,I4704,linkedin
14516,11/15/2020 9:18,android,G48404,I7327,C4133,google
38708,11/15/2020 18:27,android,G48601,E2483,H1406,facebook
42995,11/15/2020 19:46,android,G48664,B134,E25,FACEBOOK
3597,11/15/2020 1:04,android,G48757,D890,C715,linkedin
3647,11/15/2020 1:05,android,G48757,D890,C715,facebook
31866,11/15/2020 15:53,android,G48842,E4236,J1322,FACEBOOK
32302,11/15/2020 16:02,android,G48886,J0651,B30934,Youtube
32310,11/15/2020 16:02,android,G48886,J0651,B30934,Youtube
49258,11/15/2020 21:26,android,G48934,I2679,D2576,YOUTUBE
22818,11/15/2020 12:06,android,G48951,F5076,J3947,youtube
22825,11/15/2020 12:07,android,G48951,F5076,J3947,Google
33806,11/15/2020 16:38,android,G49030,G5429,C5877,Google
45974,11/15/2020 20:41,android,G49067,G7244,G9585,facebook
584869,11/25/2020 0:44,iphone,G49117,G6031,B18262,LinkedIn
584981,11/25/2020 0:46,iphone,G49117,G6031,H6717,YOUTUBE
49714,11/15/2020 21:35,android,G49187,B7778,B8525,LinkedIn
12163,11/15/2020 8:28,android,G49227,B2986,G8444,LinkedIn
12179,11/15/2020 8:29,android,G49227,B2986,G8444,facebook
41473,11/15/2020 19:23,android,G49341,B5257,C7766,linkedin
41117,11/15/2020 19:17,android,G49341,B5257,C9504,facebook
41323,11/15/2020 19:20,android,G49341,B5257,I410,facebook
10739,11/15/2020 7:51,android,G49360,H2544,B02647,Youtube
10705,11/15/2020 7:49,android,G49360,H2544,B10662,google
10722,11/15/2020 7:50,android,G49360,H2544,H6380,LinkedIn
22602,11/15/2020 12:02,android,G49375,D9242,B04035,facebook
22598,11/15/2020 12:01,android,G49375,D9242,B30934,FACEBOOK
9072,11/15/2020 6:56,android,G49444,B0185,I6990,LinkedIn
19872,11/15/2020 11:02,android,G49492,J1481,H1139,google
28190,11/15/2020 14:31,android,G49513,D210,F0737,GOOGLE
28641,11/15/2020 14:44,android,G49513,D210,G8971,Youtube
34012,11/15/2020 16:43,android,G49562,E3015,B32068,google
